# Copyright (c) Huawei Technologies Co., Ltd. 2026. All rights reserved.
# This source file is part of the Cangjie project, licensed under Apache-2.0
# with Runtime Library Exception.
# 
# See https://cangjie-lang.cn/pages/LICENSE for license information.

Children        Self    Symbol
   0.00%       0.00%    [libcangjie-runtime.so+0x105358]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8404]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8400]
   0.00%       0.00%    [libcangjie-runtime.so+0x105368]
   0.00%       0.00%    [libcangjie-runtime.so+0xf83e4]
   0.00%       0.00%    [libcangjie-runtime.so+0x1053b4]
   0.00%       0.00%    [libcangjie-runtime.so+0x105920]
   0.00%       0.00%    [libcangjie-runtime.so+0x105ccc]
   0.00%       0.00%    [libcangjie-runtime.so+0x105ce4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8308]
   0.00%       0.00%    [libcangjie-runtime.so+0x109314]
   0.00%       0.00%    [libcangjie-runtime.so+0xf82e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xfd280]
   0.00%       0.00%    [libcangjie-runtime.so+0x105d24]
   0.00%       0.00%    [libcangjie-runtime.so+0x100258]
   0.00%       0.00%    [libcangjie-runtime.so+0x100238]
   0.00%       0.00%    [libc-2.31.so+0x8643c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8034]
   0.00%       0.00%    [libcangjie-runtime.so+0x106208]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7e88]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7e80]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7e70]
   0.00%       0.00%    [libcangjie-runtime.so+0xf7e18]
   0.00%       0.00%    [libcangjie-runtime.so+0x106b90]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb184]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4c50]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4f80]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb2a8]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb2a4]
   0.00%       0.00%    [libcangjie-runtime.so+0xb5194]
   0.00%       0.00%    [libcangjie-runtime.so+0xb5250]
   0.00%       0.00%    [libcangjie-runtime.so+0xb5bf0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6310]
   0.00%       0.00%    [libcangjie-runtime.so+0xb63f0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb64c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6680]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6a10]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6ab0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6ab4]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb190]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4c40]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6b30]
   0.00%       0.00%    [libcangjie-runtime.so+0xb6b64]
   0.00%       0.00%    [libcangjie-runtime.so+0xb73f4]
   0.00%       0.00%    [libcangjie-runtime.so+0xb73fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xb80c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8280]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8670]
   0.00%       0.00%    [libcangjie-runtime.so+0xda25c]
   0.00%       0.00%    [libcangjie-runtime.so+0xda23c]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8704]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8750]
   0.00%       0.00%    [libcangjie-runtime.so+0xb8ff0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb95b0]
   0.00%       0.00%    [libc-2.31.so+0x10d1c4]
   0.00%       0.00%    [libcangjie-runtime.so+0xd8cc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3298]
   0.00%       0.00%    __pthread_cond_broadcast
   0.00%       0.00%    [libcangjie-runtime.so+0xdb68c]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb680]
   0.00%       0.00%    __pthread_cond_signal
   0.00%       0.00%    [libcangjie-runtime.so+0xdb664]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb660]
   0.00%       0.00%    __pthread_disable_asynccancel
   0.00%       0.00%    [libcangjie-runtime.so+0x1237bc]
   0.00%       0.00%    [libc-2.31.so+0x75a60]
   0.00%       0.00%    [libc-2.31.so+0x744b8]
   0.00%       0.00%    [libcangjie-runtime.so+0x1243d0]
   0.00%       0.00%    [libc-2.31.so+0x743a0]
   0.00%       0.00%    [libcangjie-runtime.so+0x124938]
   0.00%       0.00%    [libcangjie-runtime.so+0x15d028]
   0.00%       0.00%    [libc-2.31.so+0x10d2e0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd8bc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3370]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb55c]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3914]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb538]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb518]
   0.00%       0.00%    [libcangjie-runtime.so+0xb3c60]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb490]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb460]
   0.00%       0.00%    [libcangjie-runtime.so+0xb43f0]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb3b0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4460]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4464]
   0.00%       0.00%    [libcangjie-runtime.so+0xb48d4]
   0.00%       0.00%    [libcangjie-runtime.so+0xb4bec]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb328]
   0.00%       0.00%    [libcangjie-runtime.so+0xd1084]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7be0]
   0.00%       0.00%    mprotect
   0.00%       0.00%    [[vdso]+0xffff826c73fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7bc4]
   0.00%       0.00%    numberToString(UInt64, Int64, std.core::Array<UInt8>)
   0.00%       0.00%    [libcangjie-runtime.so+0xd7bb4]
   0.00%       0.00%    [[vdso]+0xffff826c73a8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7ba4]
   0.00%       0.00%    [libcangjie-runtime.so+0xcc030]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7b80]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7b74]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0524]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0534]
   0.00%       0.00%    [libcangjie-runtime.so+0xd0a7c]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7b28]
   0.00%       0.00%    memcpy_s
   0.00%       0.00%    [libcangjie-runtime.so+0xd10ac]
   0.00%       0.00%    [libcangjie-runtime.so+0xd10f0]
   0.00%       0.00%    [[vdso]+0xffff826c7380]
   0.00%       0.00%    [libcangjie-runtime.so+0xd44f0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd44f8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd5000]
   0.00%       0.00%    [libcangjie-runtime.so+0xd51d4]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7a20]
   0.00%       0.00%    [libcangjie-runtime.so+0xd51d8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd51fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7a08]
   0.00%       0.00%    [libcangjie-runtime.so+0xd591c]
   0.00%       0.00%    [libcangjie-runtime.so+0xd5980]
   0.00%       0.00%    [libcangjie-runtime.so+0xd74b0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd6d80]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7dbc]
   0.00%       0.00%    [libcangjie-runtime.so+0xd8b58]
   0.00%       0.00%    [libcangjie-runtime.so+0xb9dd0]
   0.00%       0.00%    [libcangjie-runtime.so+0xb9f74]
   0.00%       0.00%    [libcangjie-runtime.so+0xb9f90]
   0.00%       0.00%    [libcangjie-runtime.so+0xbe2ac]
   0.00%       0.00%    [libcangjie-runtime.so+0xbe2c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xc1054]
   0.00%       0.00%    [libcangjie-runtime.so+0xc13f8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc13fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xc1414]
   0.00%       0.00%    [libcangjie-runtime.so+0xc37c8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc37dc]
   0.00%       0.00%    [libcangjie-runtime.so+0xc37e0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7de8]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7dd0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3970]
   0.00%       0.00%    [binarytrees_record_attach_01+0x47794]
   0.00%       0.00%    malloc_trim
   0.00%       0.00%    [libcangjie-runtime.so+0xc62e0]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7b74]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7c8c]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7dc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7dec]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7ea8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7ec4]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7c4c]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7ee8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc7eec]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7c00]
   0.00%       0.00%    [libcangjie-runtime.so+0xc80b4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e0e8]
   0.00%       0.00%    [libcangjie-runtime.so+0xe775c]
   0.00%       0.00%    [libcangjie-runtime.so+0xe774c]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7744]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7734]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7724]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7200]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7040]
   0.00%       0.00%    [libc-2.31.so+0x77df4]
   0.00%       0.00%    [libcangjie-runtime.so+0xe66e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e0c8]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e0d8]
   0.00%       0.00%    [libcangjie-runtime.so+0xde3d4]
   0.00%       0.00%    [libcangjie-runtime.so+0xde3cc]
   0.00%       0.00%    [libcangjie-runtime.so+0xdde24]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e0dc]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7a8c]
   0.00%       0.00%    [libcangjie-runtime.so+0xdde10]
   0.00%       0.00%    [libcangjie-runtime.so+0xdddfc]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e0f0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e124]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e138]
   0.00%       0.00%    [libcangjie-runtime.so+0xddde0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e2d0]
   0.00%       0.00%    [libcangjie-runtime.so+0xdd9e4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e2e0]
   0.00%       0.00%    [libc-2.31.so+0x77dd4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e540]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e568]
   0.00%       0.00%    [libcangjie-runtime.so+0xdd9b0]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e5d4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e61c]
   0.00%       0.00%    [libc-2.31.so+0x7812c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3980]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3968]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ddac]
   0.00%       0.00%    [libc-2.31.so+0x78280]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3638]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3630]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ddb8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3614]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3600]
   0.00%       0.00%    [libcangjie-runtime.so+0xf34ac]
   0.00%       0.00%    [libcangjie-runtime.so+0x10de04]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9e38]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9e24]
   0.00%       0.00%    [libcangjie-runtime.so+0x10de40]
   0.00%       0.00%    [libcangjie-runtime.so+0x10de74]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb6c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9158]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9120]
   0.00%       0.00%    [libcangjie-runtime.so+0x10dee0]
   0.00%       0.00%    [libcangjie-runtime.so+0xe8994]
   0.00%       0.00%    [libcangjie-runtime.so+0xe8818]
   0.00%       0.00%    [libcangjie-runtime.so+0x10df00]
   0.00%       0.00%    [libcangjie-runtime.so+0xe84e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xe84cc]
   0.00%       0.00%    [libc-2.31.so+0x78088]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7c88]
   0.00%       0.00%    [libcangjie-runtime.so+0x10df08]
   0.00%       0.00%    [libcangjie-runtime.so+0xff8c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7b28]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7ae8]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7ad8]
   0.00%       0.00%    [libc-2.31.so+0x76924]
   0.00%       0.00%    [libc-2.31.so+0x76a3c]
   0.00%       0.00%    [libc-2.31.so+0x7694c]
   0.00%       0.00%    __new_sem_wait_slow.constprop.0
   0.00%       0.00%    __lll_lock_wait
   0.00%       0.00%    [libcangjie-runtime.so+0x116a88]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb6fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb704]
   0.00%       0.00%    [libcangjie-runtime.so+0x116eb0]
   0.00%       0.00%    [libcangjie-runtime.so+0x116eb4]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e010]
   0.00%       0.00%    [libcangjie-runtime.so+0xdba64]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e008]
   0.00%       0.00%    [libcangjie-runtime.so+0x116f7c]
   0.00%       0.00%    [libc-2.31.so+0x769d4]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb7e4]
   0.00%       0.00%    [libcangjie-runtime.so+0x11cc00]
   0.00%       0.00%    [libcangjie-runtime.so+0x11cdf4]
   0.00%       0.00%    [libcangjie-runtime.so+0x11ce08]
   0.00%       0.00%    [libcangjie-runtime.so+0x11ce14]
   0.00%       0.00%    [libm-2.31.so+0x4f024]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb9a0]
   0.00%       0.00%    [libc-2.31.so+0x768f8]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d364]
   0.00%       0.00%    [libc-2.31.so+0x768f4]
   0.00%       0.00%    [libcangjie-runtime.so+0x11dff8]
   0.00%       0.00%    [libc-2.31.so+0x76898]
   0.00%       0.00%    [libc-2.31.so+0x75c38]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbcc0]
   0.00%       0.00%    [libc-2.31.so+0x77acc]
   0.00%       0.00%    [libc-2.31.so+0x779f4]
   0.00%       0.00%    [libc-2.31.so+0x779c0]
   0.00%       0.00%    [libc-2.31.so+0x772ec]
   0.00%       0.00%    [libc-2.31.so+0x77290]
   0.00%       0.00%    [libcangjie-runtime.so+0xff940]
   0.00%       0.00%    [libcangjie-runtime.so+0xff974]
   0.00%       0.00%    [libc-2.31.so+0x76e64]
   0.00%       0.00%    [libcangjie-runtime.so+0xdc9f8]
   0.00%       0.00%    [libcangjie-runtime.so+0xdc564]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbcfc]
   0.00%       0.00%    [libcangjie-runtime.so+0x115ee0]
   0.00%       0.00%    [libcangjie-runtime.so+0xdb6b4]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbcb4]
   0.00%       0.00%    [libc-2.31.so+0x77bbc]
   0.00%       0.00%    [libcangjie-runtime.so+0x113800]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbc74]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbc1c]
   0.00%       0.00%    [libc-2.31.so+0x77bd4]
   0.00%       0.00%    [libcangjie-runtime.so+0x113854]
   0.00%       0.00%    [libcangjie-runtime.so+0x113874]
   0.00%       0.00%    [libcangjie-runtime.so+0x115a5c]
   0.00%       0.00%    [libcangjie-runtime.so+0xdbaec]
   0.00%       0.00%    [libcangjie-runtime.so+0x115acc]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ec04]
   0.00%       0.00%    [libc-2.31.so+0x784ac]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcdd4]
   0.00%       0.00%    StringBuilder::append(UInt64)
   0.00%       0.00%    StringBuilder::append(UInt32)
   0.00%       0.00%    RangeIterator<T>::next()
   0.00%       0.00%    Thread::setRuntimeCJThreadHandle(CPointer<Unit>)
   0.00%       0.00%    [libcangjie-runtime.so+0xfffb4]
   0.00%       0.00%    Array<std.core::String>::init(Int64, std.core::String)
   0.00%       0.00%    [libcangjie-runtime.so+0xff3b0]
   0.00%       0.00%    [libcangjie-runtime.so+0xff3a8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfe1d8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfe928]
   0.00%       0.00%    [libcangjie-runtime.so+0x10016c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfff8c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfdf7c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfdeb4]
   0.00%       0.00%    [libcangjie-runtime.so+0xfcfa8]
   0.00%       0.00%    [libc-2.31.so+0x77b98]
   0.00%       0.00%    [libcangjie-runtime.so+0x1137ec]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d23c]
   0.00%       0.00%    [libcangjie-runtime.so+0x11b8cc]
   0.00%       0.00%    [libcangjie-runtime.so+0x117474]
   0.00%       0.00%    [libcangjie-runtime.so+0x116ea4]
   0.00%       0.00%    [libcangjie-runtime.so+0x116984]
   0.00%       0.00%    [libcangjie-runtime.so+0x1160a4]
   0.00%       0.00%    [libcangjie-runtime.so+0x115f78]
   0.00%       0.00%    [libcangjie-runtime.so+0x113828]
   0.00%       0.00%    [libcangjie-runtime.so+0xdc670]
   0.00%       0.00%    [libcangjie-runtime.so+0xdce38]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d250]
   0.00%       0.00%    [libcangjie-runtime.so+0xcb8a0]
   0.00%       0.00%    [libcangjie-runtime.so+0x1132a8]
   0.00%       0.00%    [libcangjie-runtime.so+0x112e24]
   0.00%       0.00%    [libcangjie-runtime.so+0x11270c]
   0.00%       0.00%    [libcangjie-runtime.so+0xcbf58]
   0.00%       0.00%    [libcangjie-runtime.so+0x112598]
   0.00%       0.00%    [libcangjie-runtime.so+0x112460]
   0.00%       0.00%    [libcangjie-runtime.so+0x1122e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x11209c]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e2f4]
   0.00%       0.00%    [libcangjie-runtime.so+0x1242fc]
   0.00%       0.00%    [libcangjie-runtime.so+0xcab64]
   0.00%       0.00%    [libcangjie-runtime.so+0xc8918]
   0.00%       0.00%    [libcangjie-runtime.so+0xc5bc0]
   0.00%       0.00%    [libcangjie-runtime.so+0xc5ac8]
   0.00%       0.00%    [libcangjie-runtime.so+0xc5aa8]
   0.00%       0.00%    AllResult::init(UInt32, UInt32)
   0.00%       0.00%    [libcangjie-runtime.so+0xd9978]
   0.00%       0.00%    [libcangjie-runtime.so+0x15d034]
   0.00%       0.00%    [libcangjie-runtime.so+0x15d014]
   0.00%       0.00%    [libcangjie-runtime.so+0x124624]
   0.00%       0.00%    [libcangjie-runtime.so+0x10ecf4]
   0.00%       0.00%    [libcangjie-runtime.so+0x1242f0]
   0.00%       0.00%    [libcangjie-runtime.so+0x124250]
   0.00%       0.00%    [libcangjie-runtime.so+0x123790]
   0.00%       0.00%    [libcangjie-runtime.so+0x1236a0]
   0.00%       0.00%    [libcangjie-runtime.so+0x11ea58]
   0.00%       0.00%    [libcangjie-runtime.so+0xcac64]
   0.00%       0.00%    [libcangjie-runtime.so+0x11de1c]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d5dc]
   0.00%       0.00%    [libcangjie-runtime.so+0x11d36c]
   0.00%       0.00%    [libcangjie-runtime.so+0x104b1c]
   0.00%       0.00%    [libcangjie-runtime.so+0x106e9c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf742c]
   0.00%       0.00%    [libcangjie-runtime.so+0x106dc4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10e078]
   0.00%       0.00%    [libcangjie-runtime.so+0xd5350]
   0.00%       0.00%    [libcangjie-runtime.so+0xd53a4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf81c0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8394]
   0.00%       0.00%    [libcangjie-runtime.so+0xf84e8]
   0.00%       0.00%    [libcangjie-runtime.so+0x106d10]
   0.00%       0.00%    [libcangjie-runtime.so+0xf85e0]
   0.00%       0.00%    [libcangjie-runtime.so+0x104ae8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8d94]
   0.00%       0.00%    [libcangjie-runtime.so+0xfa230]
   0.00%       0.00%    [libcangjie-runtime.so+0xfaaa8]
   0.00%       0.00%    [libcangjie-runtime.so+0xfad1c]
   0.00%       0.00%    [libcangjie-runtime.so+0xfae70]
   0.00%       0.00%    [libcangjie-runtime.so+0x1014b8]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4c78]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7db0]
   0.00%       0.00%    [libcangjie-runtime.so+0xe9208]
   0.00%       0.00%    [libcangjie-runtime.so+0xf378c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3994]
   0.00%       0.00%    [libcangjie-runtime.so+0xf3f64]
   0.00%       0.00%    [libcangjie-runtime.so+0x10cdf4]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c9f4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4c60]
   0.00%       0.00%    [libcangjie-runtime.so+0xe7b50]
   0.00%       0.00%    [libcangjie-runtime.so+0xf4c84]
   0.00%       0.00%    [libcangjie-runtime.so+0x10c574]
   0.00%       0.00%    [libcangjie-runtime.so+0xf53b4]
   0.00%       0.00%    [libcangjie-runtime.so+0x107abc]
   0.00%       0.01%    [libcangjie-runtime.so+0xf4a70]
   0.00%       0.01%    [libcangjie-runtime.so+0xf4d5c]
   0.00%       0.01%    [libcangjie-runtime.so+0xf80f0]
   0.00%       0.01%    [libcangjie-runtime.so+0xd7080]
   0.00%       0.00%    [libcangjie-runtime.so+0xf81e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xcb26c]
   0.00%       0.00%    [libcangjie-runtime.so+0xd4480]
   0.00%       0.00%    [libcangjie-runtime.so+0xf809c]
   0.00%       0.00%    [libcangjie-runtime.so+0xcb270]
   0.00%       0.00%    [libcangjie-runtime.so+0xd7088]
   0.00%       0.00%    [libcangjie-runtime.so+0x100eb0]
   0.00%       0.00%    [libcangjie-runtime.so+0xd447c]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e0d0]
   0.00%       0.00%    [libcangjie-runtime.so+0x11e0b0]
   0.00%       0.00%    [libcangjie-runtime.so+0x116e50]
   0.00%       0.00%    [libcangjie-runtime.so+0x11363c]
   0.00%       0.00%    [libcangjie-runtime.so+0x1126e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf808c]
   0.00%       0.00%    [libcangjie-runtime.so+0xf80d0]
   0.00%       0.00%    [libcangjie-runtime.so+0xf80e4]
   0.00%       0.00%    [libcangjie-runtime.so+0xf80ec]
   0.00%       0.00%    [libcangjie-runtime.so+0xf8140]
   0.00%       0.00%    [libcangjie-runtime.so+0xf81d8]
